budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
200000000,http://www.skyfall-movie.com,37724,spy secret agent sociopath killer art gallery,en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,25/10/2012,1108561013,143,Released,Skyfall,6.9,7604,Sam Mendes,English, United States of America,['Columbia Pictures']
100000000,http://www.sexandthecitymovie.com/,37786,,en,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,26/05/2010,288347692,146,Released,Sex and the City 2,5.4,426,Michael Patrick King,English,United States of America,"['New Line Cinema', 'Village Roadshow Pictures', 'Home Box Office (HBO)', 'HBO Films']"
100000000,http://www.sexandthecitymovie.com/,37786,,en,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,26/05/2010,288347692,146,Released,Sex and the City 2,5.4,426,Michael Patrick King, العربية,United States of America,"['New Line Cinema', 'Village Roadshow Pictures', 'Home Box Office (HBO)', 'HBO Films']"
40000000,http://www.thesocialnetwork-movie.com/,37799,hacker hacking creator frat party social network,en,The Social Network,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",69.27822,30/09/2010,224920315,120,Released,The Social Network,7.1,3391,David Fincher,English,United States of America,"['Columbia Pictures', 'Scott Rudin Productions', 'Relativity Media']"
117000000,http://www.knightanddaymovie.com,37834,spy airport gas station garage pilot,en,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,15/06/2010,261930431,109,Released,Knight and Day,5.9,1547,James Mangold,English,United States of America,"['Tree Line Films', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Regency Enterprises', 'Pink Machine']"
117000000,http://www.knightanddaymovie.com,37834,spy airport gas station garage pilot,en,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,15/06/2010,261930431,109,Released,Knight and Day,5.9,1547,James Mangold, Deutsch,United States of America,"['Tree Line Films', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Regency Enterprises', 'Pink Machine']"
117000000,http://www.knightanddaymovie.com,37834,spy airport gas station garage pilot,en,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",44.906918,15/06/2010,261930431,109,Released,Knight and Day,5.9,1547,James Mangold, Español,United States of America,"['Tree Line Films', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Regency Enterprises', 'Pink Machine']"
75000000,http://www.immortalsmovie.com/splash/,37958,poison army zeus poseidon spear,en,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",37.917002,10/11/2011,226904017,110,Released,Immortals,5.7,880,Tarsem Singh,ελληνικά,United States of America,"['Virgin Produced', 'Mark Canton Productions']"
75000000,http://www.immortalsmovie.com/splash/,37958,poison army zeus poseidon spear,en,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",37.917002,10/11/2011,226904017,110,Released,Immortals,5.7,880,Tarsem Singh, English,United States of America,"['Virgin Produced', 'Mark Canton Productions']"
130000000,http://www.megamind.com,38055,saving the world date prison secret identity fish,en,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,28/10/2010,321887208,95,Released,Megamind,6.7,1918,Tom McGrath,English,United States of America,['DreamWorks Animation']
195000000,http://www.transformersmovie.com/,38356,moon spacecraft traitor bodyguard alien planet,en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,28/06/2011,1123746996,154,Released,Transformers: Dark of the Moon,6.1,3299,Michael Bay,English,United States of America,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions', 'Hasbro Studios']"
80000000,http://www.grownups-movie.com/,38365,overweight swing foot convertible arrow,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",38.864027,24/06/2010,271430189,102,Released,Grown Ups,6,1705,Dennis Dugan,English,United States of America,"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media']"
112000000,,38745,journalist forbidden love princess royal court 3d,en,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",22.845143,25/12/2010,237382724,85,Released,Gulliver's Travels,4.9,621,Rob Letterman,English,United States of America,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Dune Entertainment III']"
260000000,http://disney.go.com/disneypictures/tangled/,38757,hostage magic horse fairy tale musical,en,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",48.681969,24/11/2010,591794936,100,Released,Tangled,7.4,3330,Byron Howard,English,United States of America,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
110000000,http://www.steelgetsreal.com/,39254,father son relationship fight sport robot prizefighting,en,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",37.195046,28/09/2011,299268508,127,Released,Real Steel,6.6,2692,Shawn Levy,English,India,"['DreamWorks SKG', '21 Laps Entertainment', 'Reliance Entertainment', 'Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Revolution Sun Studios', 'Kontsept Film Company', 'Wardour Street Pictures']"
110000000,http://www.steelgetsreal.com/,39254,father son relationship fight sport robot prizefighting,en,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",37.195046,28/09/2011,299268508,127,Released,Real Steel,6.6,2692,Shawn Levy,English, United States of America,"['DreamWorks SKG', '21 Laps Entertainment', 'Reliance Entertainment', 'Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Revolution Sun Studios', 'Kontsept Film Company', 'Wardour Street Pictures']"
100000000,http://www.littlefockers.net/,39451,nurse cat father-in-law vomit kids and family,en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,21/12/2010,310650585,98,Released,Little Fockers,5.4,1060,Paul Weitz,English,United States of America,"['Paramount Pictures', 'Universal Pictures', 'Everyman Pictures', 'Relativity Media', 'Dreamworks Pictures', 'Tribeca Productions']"
120000000,http://www.sonypictures.com/movies/thegreenhornet/,40805,bomb martial arts assassin vandalism nightclub,en,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",31.703608,12/01/2011,227817248,119,Released,The Green Hornet,5.5,1251,Michel Gondry,English,United States of America,"['Original Film', 'Sony Pictures Entertainment', 'Reliance BIG Entertainment']"
120000000,http://www.sonypictures.com/movies/thegreenhornet/,40805,bomb martial arts assassin vandalism nightclub,en,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",31.703608,12/01/2011,227817248,119,Released,The Green Hornet,5.5,1251,Michel Gondry, 普通话,United States of America,"['Original Film', 'Sony Pictures Entertainment', 'Reliance BIG Entertainment']"
225000000,http://www.sonypictures.com/movies/meninblack3/,41154,time travel time machine alien fictional government agency seeing the future,en,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,23/05/2012,624026776,106,Released,Men in Black 3,6.2,4160,Barry Sonnenfeld,English,United States of America,"['Amblin Entertainment', 'Media Magik Entertainment', 'Imagenation Abu Dhabi FZ', 'Hemisphere Media Capital', 'Parkes/MacDonald Productions']"
110000000,http://www.smurfhappens.com/,41513,moon magic based on comic book animation good vs evil,en,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",36.65422,29/07/2011,563749323,103,Released,The Smurfs,5.5,1179,Raja Gosnell,English,United States of America,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']"
144000000,http://www.ghostbusters.com/,43074,female friendship ghost hunting reboot ghost,en,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",66.21806,14/07/2016,229147509,116,Released,Ghostbusters,5.3,2142,Paul Feig,English,United States of America,"['Columbia Pictures', 'Village Roadshow Pictures', 'Montecito Picture Company, The', 'LStar Capital', 'Feigco Entertainment', 'Pascal Pictures', 'Ghostcorps']"
13000000,http://www.foxsearchlight.com/blackswan/,44214,dancing competition sex dancer obsession,en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,02/12/2010,327803731,108,Released,Black Swan,7.3,4430,Darren Aronofsky,English,United States of America,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures', 'Cross Creek Pictures']"
13000000,http://www.foxsearchlight.com/blackswan/,44214,dancing competition sex dancer obsession,en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,02/12/2010,327803731,108,Released,Black Swan,7.3,4430,Darren Aronofsky, Français,United States of America,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures', 'Cross Creek Pictures']"
13000000,http://www.foxsearchlight.com/blackswan/,44214,dancing competition sex dancer obsession,en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,02/12/2010,327803731,108,Released,Black Swan,7.3,4430,Darren Aronofsky, Italiano,United States of America,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures', 'Cross Creek Pictures']"
38000000,http://www.truegritmovie.com/,44264,loss of father father murder texas ranger alcoholism betrayal,en,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",49.292384,22/12/2010,252276927,110,Released,True Grit,7.2,1668,Joel Coen,English,United States of America,"['Paramount Pictures', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Skydance Productions']"
209000000,,44833,fight u.s. navy mind reading hong kong soccer,en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,11/04/2012,303025485,131,Released,Battleship,5.5,2114,Peter Berg,English,United States of America,"['Universal Pictures', 'Hasbro', 'Bluegrass Films', 'Film 44']"
209000000,,44833,fight u.s. navy mind reading hong kong soccer,en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,11/04/2012,303025485,131,Released,Battleship,5.5,2114,Peter Berg, ภาษาไทย,United States of America,"['Universal Pictures', 'Hasbro', 'Bluegrass Films', 'Film 44']"
135000000,http://www.rangomovie.com/,44896,sheriff nevada pet rango chameleon,en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",29.91353,02/03/2011,245724603,107,Released,Rango,6.6,2051,Gore Verbinski,English,United States of America,"['Paramount Pictures', 'Nickelodeon Movies', 'GK Films', 'Blind Wink', 'Paramount Animation']"
200000000,http://greenlanternmovie.warnerbros.com/,44912,dc comics transformation superhero alien alien infection,en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,16/06/2011,219851172,114,Released,Green Lantern,5.1,2487,Martin Campbell,English,United States of America,"['De Line Pictures', 'Warner Bros.', 'DC Entertainment']"
80000000,http://hangoverpart2.warnerbros.com/,45243,sun glasses interpol undercover cop hangover duringcreditsstinger,en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,25/05/2011,254455986,102,Released,The Hangover Part II,6.2,3739,Todd Phillips,English,United States of America,"['Legendary Pictures', 'Living Films', 'Green Hat Films', 'Warner Bros.']"
80000000,http://hangoverpart2.warnerbros.com/,45243,sun glasses interpol undercover cop hangover duringcreditsstinger,en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,25/05/2011,254455986,102,Released,The Hangover Part II,6.2,3739,Todd Phillips, ภาษาไทย,United States of America,"['Legendary Pictures', 'Living Films', 'Green Hat Films', 'Warner Bros.']"
15000000,http://www.kingsspeech.com/,45269,great britain radio monarchy radio transmission royal family,en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",54.053576,06/09/2010,414211549,118,Released,The King's Speech,7.6,2752,Tom Hooper,English,United Kingdom,"['The Weinstein Company', 'UK Film Council', 'Bedlam Productions', 'See-Saw Films', 'Aegis Film Fund', 'FilmNation Entertainment', 'Momentum Pictures', 'Molinare Investment']"
90000000,http://www.riomovies.com/,46195,brazil pet bird musical canary,en,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",46.200042,03/04/2011,484635760,96,Released,Rio,6.5,2166,Carlos Saldanha,English,United States of America,"['Blue Sky Studios', 'Twentieth Century Fox Animation']"
90000000,http://www.riomovies.com/,46195,brazil pet bird musical canary,en,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",46.200042,03/04/2011,484635760,96,Released,Rio,6.5,2166,Carlos Saldanha, Português,United States of America,"['Blue Sky Studios', 'Twentieth Century Fox Animation']"
165000000,http://www.warof1996.com,47933,alternate history alien invasion,en,Independence Day: Resurgence,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",48.775723,22/06/2016,389681935,120,Released,Independence Day: Resurgence,4.9,2491,Roland Emmerich,English,United States of America,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'TSG Entertainment', 'Stereo D']"
92000000,http://www.diehardmovie.com/,47964,bomb cia russia escape courthouse,en,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",65.402595,06/02/2013,304654182,98,Released,A Good Day to Die Hard,5.2,3493,John Moore,English,United States of America,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Mid Atlantic Films', 'Big Screen Productions', 'Temple Hill Entertainment', 'TSG Entertainment', 'Giant Pictures', 'Origo Film Group']"
92000000,http://www.diehardmovie.com/,47964,bomb cia russia escape courthouse,en,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",65.402595,06/02/2013,304654182,98,Released,A Good Day to Die Hard,5.2,3493,John Moore, Pусский,United States of America,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Mid Atlantic Films', 'Big Screen Productions', 'Temple Hill Entertainment', 'TSG Entertainment', 'Giant Pictures', 'Origo Film Group']"
200000000,http://www.disney.go.com/cars/,49013,car race sequel comedy anthropomorphism best friend,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,11/06/2011,559852396,106,Released,Cars 2,5.8,2033,John Lasseter,English,United States of America,"['Walt Disney Pictures', 'Pixar Animation Studios']"
200000000,http://www.disney.go.com/cars/,49013,car race sequel comedy anthropomorphism best friend,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,11/06/2011,559852396,106,Released,Cars 2,5.8,2033,John Lasseter, 日本語,United States of America,"['Walt Disney Pictures', 'Pixar Animation Studios']"
200000000,http://www.disney.go.com/cars/,49013,car race sequel comedy anthropomorphism best friend,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,11/06/2011,559852396,106,Released,Cars 2,5.8,2033,John Lasseter, Italiano,United States of America,"['Walt Disney Pictures', 'Pixar Animation Studios']"
200000000,http://www.disney.go.com/cars/,49013,car race sequel comedy anthropomorphism best friend,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,11/06/2011,559852396,106,Released,Cars 2,5.8,2033,John Lasseter, Français,United States of America,"['Walt Disney Pictures', 'Pixar Animation Studios']"
250000000,http://www.thedarkknightrises.com/,49026,dc comics crime fighter terrorist secret identity burglar,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",112.31295,16/07/2012,1084939099,165,Released,The Dark Knight Rises,7.6,9106,Christopher Nolan,English,United States of America,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']"
130000000,http://www.thebournelegacy.com/,49040,assassin wolf maryland suicide by gunshot rooftop,en,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,08/08/2012,276572938,120,Released,The Bourne Legacy,6,2651,Tony Gilroy,English,United States of America,"['Universal Pictures', 'Dentsu', 'Relativity Media', 'Kennedy/Marshall Company, The', 'Captivate Entertainment']"
130000000,http://www.thebournelegacy.com/,49040,assassin wolf maryland suicide by gunshot rooftop,en,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,08/08/2012,276572938,120,Released,The Bourne Legacy,6,2651,Tony Gilroy, Pусский,United States of America,"['Universal Pictures', 'Dentsu', 'Relativity Media', 'Kennedy/Marshall Company, The', 'Captivate Entertainment']"
250000000,http://www.thehobbit.com/,49051,riddle elves dwarves orcs middle-earth (tolkien),en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",108.849621,26/11/2012,1021103568,169,Released,The Hobbit: An Unexpected Journey,7,8297,Peter Jackson,English,New Zealand,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']"
250000000,http://www.thehobbit.com/,49051,riddle elves dwarves orcs middle-earth (tolkien),en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",108.849621,26/11/2012,1021103568,169,Released,The Hobbit: An Unexpected Journey,7,8297,Peter Jackson,English, United States of America,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']"
150000000,http://www.kungfupanda.com/,49444,martial arts hope fleet panda mission,en,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",51.247321,25/05/2011,665692281,91,Released,Kung Fu Panda 2,6.7,1880,Jennifer Yuh Nelson,English,United States of America,['DreamWorks Animation']
135000000,http://www.thecroodsmovie.com/,49519,stone age daughter father prehistoric ancient world,en,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",64.183321,20/03/2013,585178928,98,Released,The Croods,6.8,2399,Chris Sanders,English,United States of America,['DreamWorks Animation']
225000000,http://www.manofsteel.com/,49521,saving the world dc comics superhero based on comic book superhuman,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,12/06/2013,662845518,143,Released,Man of Steel,6.5,6359,Zack Snyder,English,United Kingdom,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Cruel and Unusual Films']"
225000000,http://www.manofsteel.com/,49521,saving the world dc comics superhero based on comic book superhuman,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,12/06/2013,662845518,143,Released,Man of Steel,6.5,6359,Zack Snyder,English, United States of America,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Cruel and Unusual Films']"
260000000,http://movies.disney.com/john-carter,49529,based on novel mars medallion space travel princess,en,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",43.926995,07/03/2012,284139100,132,Released,John Carter,6.1,2124,Andrew Stanton,English,United States of America,['Walt Disney Pictures']
